1765325651.203525 server started (53780): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1765325651.203544 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Wed Oct 15 21:12:09 PDT 2025; root:xnu-11417.140.69.703.14~1/RELEASE_ARM64_T6031
1765325651.203554 using libevent 2.1.12-stable select
1765325651.203562 using utf8proc 2.11.2
1765325651.203568 using ncurses 6.5 20240427
1765325651.302520 tty_clear_line: /dev/ttys010, 194 at 0,7
1765325651.302523 /dev/ttys010: \r
1765325651.302527 /dev/ttys010: \n
1765325651.302530 /dev/ttys010: \033[K
1765325651.302534 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,8 at 0,8, width 194
1765325651.302537 tty_draw_line: px=0 py=8 nx=194 atx=0 aty=8
1765325651.302541 tty_draw_line: defaults: fg=8, bg=8
1765325651.302544 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302548 tty_clear_line: /dev/ttys010, 194 at 0,8
1765325651.302551 /dev/ttys010: \r
1765325651.302555 /dev/ttys010: \n
1765325651.302558 /dev/ttys010: \033[K
1765325651.302562 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,9 at 0,9, width 194
1765325651.302566 tty_draw_line: px=0 py=9 nx=194 atx=0 aty=9
1765325651.302569 tty_draw_line: defaults: fg=8, bg=8
1765325651.302573 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302577 tty_clear_line: /dev/ttys010, 194 at 0,9
1765325651.302580 /dev/ttys010: \r
1765325651.302583 /dev/ttys010: \n
1765325651.302589 /dev/ttys010: \033[K
1765325651.302593 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,10 at 0,10, width 194
1765325651.302598 tty_draw_line: px=0 py=10 nx=194 atx=0 aty=10
1765325651.302602 tty_draw_line: defaults: fg=8, bg=8
1765325651.302607 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302611 tty_clear_line: /dev/ttys010, 194 at 0,10
1765325651.302616 /dev/ttys010: \r
1765325651.302621 /dev/ttys010: \n
1765325651.302624 /dev/ttys010: \033[K
1765325651.302628 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,11 at 0,11, width 194
1765325651.302632 tty_draw_line: px=0 py=11 nx=194 atx=0 aty=11
1765325651.302635 tty_draw_line: defaults: fg=8, bg=8
1765325651.302642 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302646 tty_clear_line: /dev/ttys010, 194 at 0,11
1765325651.302649 /dev/ttys010: \r
1765325651.302653 /dev/ttys010: \n
1765325651.302657 /dev/ttys010: \033[K
1765325651.302661 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,12 at 0,12, width 194
1765325651.302665 tty_draw_line: px=0 py=12 nx=194 atx=0 aty=12
1765325651.302668 tty_draw_line: defaults: fg=8, bg=8
1765325651.302672 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302676 tty_clear_line: /dev/ttys010, 194 at 0,12
1765325651.302680 /dev/ttys010: \r
1765325651.302683 /dev/ttys010: \n
1765325651.302687 /dev/ttys010: \033[K
1765325651.302690 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,13 at 0,13, width 194
1765325651.302694 tty_draw_line: px=0 py=13 nx=194 atx=0 aty=13
1765325651.302698 tty_draw_line: defaults: fg=8, bg=8
1765325651.302702 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302705 tty_clear_line: /dev/ttys010, 194 at 0,13
1765325651.302735 /dev/ttys010: \r
1765325651.302740 /dev/ttys010: \n
1765325651.302744 /dev/ttys010: \033[K
1765325651.302749 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,14 at 0,14, width 194
1765325651.302762 tty_draw_line: px=0 py=14 nx=194 atx=0 aty=14
1765325651.302765 tty_draw_line: defaults: fg=8, bg=8
1765325651.302769 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302773 tty_clear_line: /dev/ttys010, 194 at 0,14
1765325651.302776 /dev/ttys010: \r
1765325651.302780 /dev/ttys010: \n
1765325651.302784 /dev/ttys010: \033[K
1765325651.302788 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,15 at 0,15, width 194
1765325651.302792 tty_draw_line: px=0 py=15 nx=194 atx=0 aty=15
1765325651.302796 tty_draw_line: defaults: fg=8, bg=8
1765325651.302799 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302803 tty_clear_line: /dev/ttys010, 194 at 0,15
1765325651.302806 /dev/ttys010: \r
1765325651.302810 /dev/ttys010: \n
1765325651.302813 /dev/ttys010: \033[K
1765325651.302817 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,16 at 0,16, width 194
1765325651.302821 tty_draw_line: px=0 py=16 nx=194 atx=0 aty=16
1765325651.302825 tty_draw_line: defaults: fg=8, bg=8
1765325651.302828 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302832 tty_clear_line: /dev/ttys010, 194 at 0,16
1765325651.302835 /dev/ttys010: \r
1765325651.302839 /dev/ttys010: \n
1765325651.302843 /dev/ttys010: \033[K
1765325651.302846 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,17 at 0,17, width 194
1765325651.302850 tty_draw_line: px=0 py=17 nx=194 atx=0 aty=17
1765325651.302854 tty_draw_line: defaults: fg=8, bg=8
1765325651.302857 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302861 tty_clear_line: /dev/ttys010, 194 at 0,17
1765325651.302864 /dev/ttys010: \r
1765325651.302868 /dev/ttys010: \n
1765325651.302872 /dev/ttys010: \033[K
1765325651.302875 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,18 at 0,18, width 194
1765325651.302879 tty_draw_line: px=0 py=18 nx=194 atx=0 aty=18
1765325651.302882 tty_draw_line: defaults: fg=8, bg=8
1765325651.302886 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302890 tty_clear_line: /dev/ttys010, 194 at 0,18
1765325651.302893 /dev/ttys010: \r
1765325651.302897 /dev/ttys010: \n
1765325651.302900 /dev/ttys010: \033[K
1765325651.302904 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,19 at 0,19, width 194
1765325651.302907 tty_draw_line: px=0 py=19 nx=194 atx=0 aty=19
1765325651.302911 tty_draw_line: defaults: fg=8, bg=8
1765325651.302914 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302917 tty_clear_line: /dev/ttys010, 194 at 0,19
1765325651.302921 /dev/ttys010: \r
1765325651.302926 /dev/ttys010: \n
1765325651.302930 /dev/ttys010: \033[K
1765325651.302934 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,20 at 0,20, width 194
1765325651.302937 tty_draw_line: px=0 py=20 nx=194 atx=0 aty=20
1765325651.302941 tty_draw_line: defaults: fg=8, bg=8
1765325651.302944 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302948 tty_clear_line: /dev/ttys010, 194 at 0,20
1765325651.302952 /dev/ttys010: \r
1765325651.302959 /dev/ttys010: \n
1765325651.302963 /dev/ttys010: \033[K
1765325651.302966 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,21 at 0,21, width 194
1765325651.302970 tty_draw_line: px=0 py=21 nx=194 atx=0 aty=21
1765325651.302974 tty_draw_line: defaults: fg=8, bg=8
1765325651.302978 tty_draw_line: 194 to end of line (0 cleared)
1765325651.302981 tty_clear_line: /dev/ttys010, 194 at 0,21
1765325651.302985 /dev/ttys010: \r
1765325651.302988 /dev/ttys010: \n
1765325651.302992 /dev/ttys010: \033[K
1765325651.302996 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,22 at 0,22, width 194
1765325651.302999 tty_draw_line: px=0 py=22 nx=194 atx=0 aty=22
1765325651.303003 tty_draw_line: defaults: fg=8, bg=8
1765325651.303006 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303010 tty_clear_line: /dev/ttys010, 194 at 0,22
1765325651.303013 /dev/ttys010: \r
1765325651.303017 /dev/ttys010: \n
1765325651.303020 /dev/ttys010: \033[K
1765325651.303024 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,23 at 0,23, width 194
1765325651.303028 tty_draw_line: px=0 py=23 nx=194 atx=0 aty=23
1765325651.303031 tty_draw_line: defaults: fg=8, bg=8
1765325651.303035 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303038 tty_clear_line: /dev/ttys010, 194 at 0,23
1765325651.303042 /dev/ttys010: \r
1765325651.303045 /dev/ttys010: \n
1765325651.303049 /dev/ttys010: \033[K
1765325651.303053 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,24 at 0,24, width 194
1765325651.303056 tty_draw_line: px=0 py=24 nx=194 atx=0 aty=24
1765325651.303059 tty_draw_line: defaults: fg=8, bg=8
1765325651.303063 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303067 tty_clear_line: /dev/ttys010, 194 at 0,24
1765325651.303071 /dev/ttys010: \r
1765325651.303077 /dev/ttys010: \n
1765325651.303081 /dev/ttys010: \033[K
1765325651.303086 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,25 at 0,25, width 194
1765325651.303089 tty_draw_line: px=0 py=25 nx=194 atx=0 aty=25
1765325651.303093 tty_draw_line: defaults: fg=8, bg=8
1765325651.303097 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303100 tty_clear_line: /dev/ttys010, 194 at 0,25
1765325651.303104 /dev/ttys010: \r
1765325651.303108 /dev/ttys010: \n
1765325651.303111 /dev/ttys010: \033[K
1765325651.303115 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,26 at 0,26, width 194
1765325651.303119 tty_draw_line: px=0 py=26 nx=194 atx=0 aty=26
1765325651.303123 tty_draw_line: defaults: fg=8, bg=8
1765325651.303127 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303130 tty_clear_line: /dev/ttys010, 194 at 0,26
1765325651.303134 /dev/ttys010: \r
1765325651.303137 /dev/ttys010: \n
1765325651.303141 /dev/ttys010: \033[K
1765325651.303145 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,27 at 0,27, width 194
1765325651.303149 tty_draw_line: px=0 py=27 nx=194 atx=0 aty=27
1765325651.303152 tty_draw_line: defaults: fg=8, bg=8
1765325651.303156 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303160 tty_clear_line: /dev/ttys010, 194 at 0,27
1765325651.303163 /dev/ttys010: \r
1765325651.303167 /dev/ttys010: \n
1765325651.303171 /dev/ttys010: \033[K
1765325651.303175 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,28 at 0,28, width 194
1765325651.303178 tty_draw_line: px=0 py=28 nx=194 atx=0 aty=28
1765325651.303182 tty_draw_line: defaults: fg=8, bg=8
1765325651.303186 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303190 tty_clear_line: /dev/ttys010, 194 at 0,28
1765325651.303193 /dev/ttys010: \r
1765325651.303197 /dev/ttys010: \n
1765325651.303201 /dev/ttys010: \033[K
1765325651.303205 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,29 at 0,29, width 194
1765325651.303209 tty_draw_line: px=0 py=29 nx=194 atx=0 aty=29
1765325651.303214 tty_draw_line: defaults: fg=8, bg=8
1765325651.303218 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303222 tty_clear_line: /dev/ttys010, 194 at 0,29
1765325651.303227 /dev/ttys010: \r
1765325651.303233 /dev/ttys010: \n
1765325651.303237 /dev/ttys010: \033[K
1765325651.303241 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,30 at 0,30, width 194
1765325651.303251 tty_draw_line: px=0 py=30 nx=194 atx=0 aty=30
1765325651.303255 tty_draw_line: defaults: fg=8, bg=8
1765325651.303259 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303263 tty_clear_line: /dev/ttys010, 194 at 0,30
1765325651.303266 /dev/ttys010: \r
1765325651.303270 /dev/ttys010: \n
1765325651.303273 /dev/ttys010: \033[K
1765325651.303277 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,31 at 0,31, width 194
1765325651.303281 tty_draw_line: px=0 py=31 nx=194 atx=0 aty=31
1765325651.303284 tty_draw_line: defaults: fg=8, bg=8
1765325651.303288 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303292 tty_clear_line: /dev/ttys010, 194 at 0,31
1765325651.303295 /dev/ttys010: \r
1765325651.303299 /dev/ttys010: \n
1765325651.303303 /dev/ttys010: \033[K
1765325651.303306 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,32 at 0,32, width 194
1765325651.303310 tty_draw_line: px=0 py=32 nx=194 atx=0 aty=32
1765325651.303314 tty_draw_line: defaults: fg=8, bg=8
1765325651.303318 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303322 tty_clear_line: /dev/ttys010, 194 at 0,32
1765325651.303325 /dev/ttys010: \r
1765325651.303329 /dev/ttys010: \n
1765325651.303332 /dev/ttys010: \033[K
1765325651.303336 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,33 at 0,33, width 194
1765325651.303340 tty_draw_line: px=0 py=33 nx=194 atx=0 aty=33
1765325651.303343 tty_draw_line: defaults: fg=8, bg=8
1765325651.303347 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303351 tty_clear_line: /dev/ttys010, 194 at 0,33
1765325651.303354 /dev/ttys010: \r
1765325651.303358 /dev/ttys010: \n
1765325651.303361 /dev/ttys010: \033[K
1765325651.303365 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,34 at 0,34, width 194
1765325651.303368 tty_draw_line: px=0 py=34 nx=194 atx=0 aty=34
1765325651.303372 tty_draw_line: defaults: fg=8, bg=8
1765325651.303375 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303379 tty_clear_line: /dev/ttys010, 194 at 0,34
1765325651.303382 /dev/ttys010: \r
1765325651.303386 /dev/ttys010: \n
1765325651.303390 /dev/ttys010: \033[K
1765325651.303394 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,35 at 0,35, width 194
1765325651.303397 tty_draw_line: px=0 py=35 nx=194 atx=0 aty=35
1765325651.303401 tty_draw_line: defaults: fg=8, bg=8
1765325651.303405 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303409 tty_clear_line: /dev/ttys010, 194 at 0,35
1765325651.303414 /dev/ttys010: \r
1765325651.303419 /dev/ttys010: \n
1765325651.303422 /dev/ttys010: \033[K
1765325651.303428 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,36 at 0,36, width 194
1765325651.303432 tty_draw_line: px=0 py=36 nx=194 atx=0 aty=36
1765325651.303436 tty_draw_line: defaults: fg=8, bg=8
1765325651.303440 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303444 tty_clear_line: /dev/ttys010, 194 at 0,36
1765325651.303447 /dev/ttys010: \r
1765325651.303451 /dev/ttys010: \n
1765325651.303454 /dev/ttys010: \033[K
1765325651.303458 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,37 at 0,37, width 194
1765325651.303462 tty_draw_line: px=0 py=37 nx=194 atx=0 aty=37
1765325651.303465 tty_draw_line: defaults: fg=8, bg=8
1765325651.303469 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303472 tty_clear_line: /dev/ttys010, 194 at 0,37
1765325651.303476 /dev/ttys010: \r
1765325651.303479 /dev/ttys010: \n
1765325651.303483 /dev/ttys010: \033[K
1765325651.303487 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,38 at 0,38, width 194
1765325651.303491 tty_draw_line: px=0 py=38 nx=194 atx=0 aty=38
1765325651.303494 tty_draw_line: defaults: fg=8, bg=8
1765325651.303498 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303501 tty_clear_line: /dev/ttys010, 194 at 0,38
1765325651.303504 /dev/ttys010: \r
1765325651.303508 /dev/ttys010: \n
1765325651.303512 /dev/ttys010: \033[K
1765325651.303515 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,39 at 0,39, width 194
1765325651.303519 tty_draw_line: px=0 py=39 nx=194 atx=0 aty=39
1765325651.303522 tty_draw_line: defaults: fg=8, bg=8
1765325651.303529 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303533 tty_clear_line: /dev/ttys010, 194 at 0,39
1765325651.303538 /dev/ttys010: \r
1765325651.303543 /dev/ttys010: \n
1765325651.303547 /dev/ttys010: \033[K
1765325651.303552 screen_redraw_draw_pane: /dev/ttys010 %0 line 0,40 at 0,40, width 194
1765325651.303555 tty_draw_line: px=0 py=40 nx=194 atx=0 aty=40
1765325651.303559 tty_draw_line: defaults: fg=8, bg=8
1765325651.303562 tty_draw_line: 194 to end of line (0 cleared)
1765325651.303566 tty_clear_line: /dev/ttys010, 194 at 0,40
1765325651.303569 /dev/ttys010: \r
1765325651.303572 /dev/ttys010: \n
1765325651.303576 /dev/ttys010: \033[K
1765325651.303580 screen_redraw_draw_pane_scrollbars: /dev/ttys010 @0
1765325651.303583 /dev/ttys010: redrawing status
1765325651.303587 screen_redraw_draw_status: /dev/ttys010 @0
1765325651.303591 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=41
1765325651.303594 tty_draw_line: defaults: fg=8, bg=8
1765325651.303602 /dev/ttys010: \033[30m
1765325651.303606 /dev/ttys010: \033[42m
1765325651.303625 /dev/ttys010: \r
1765325651.303629 /dev/ttys010: \n
1765325651.303633 /dev/ttys010: [0] 0:zsh*                                                                                                                                                     "MacBook-Pro.local" 01:14 10-Dec-25
1765325651.303637 /dev/ttys010: \033(B\033[m
1765325651.303641 /dev/ttys010: \033[?12l\033[?25h
1765325651.303645 /dev/ttys010: current mode WRAP
1765325651.303648 /dev/ttys010: setting mode CURSOR,WRAP
1765325651.303659 /dev/ttys010: redraw added 433 bytes
1765325651.303663 server_client_reset_state: client /dev/ttys010 mode CURSOR,WRAP
1765325651.303667 server_client_reset_state: cursor to 0,0
1765325651.303671 /dev/ttys010: \033[1;1H
1765325651.303676 server_client_check_pane_buffer: pane %0 is on
1765325651.303680 @0 active pane not changed
1765325651.303696 /dev/ttys010: wrote 439 bytes (of 439)
1765325651.303700 /dev/ttys010: waiting for redraw, 0 bytes left
1765325651.303704 redraw timer fired
1765325651.303708 cmdq_next <global>: empty
1765325651.303712 cmdq_next </dev/ttys010>: empty
1765325651.303716 server_client_reset_state: client /dev/ttys010 mode CURSOR,WRAP
1765325651.303720 server_client_reset_state: cursor to 0,0
1765325651.303723 server_client_check_pane_buffer: pane %0 is on
1765325651.303727 @0 active pane not changed
1765325651.314242 peer 0x15c95daa0 message 208
1765325651.314253 tty_resize: /dev/ttys010 now 198x42 (9x19)
1765325651.314261 /dev/ttys010: \033(B\033[m
1765325651.314266 /dev/ttys010: \033[?12l\033[?25h
1765325651.314271 /dev/ttys010: current mode ALL
1765325651.314275 /dev/ttys010: setting mode CURSOR
1765325651.314279 /dev/ttys010: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1765325651.314285 /dev/ttys010: \033[1;1H
1765325651.314289 /dev/ttys010: \033[1;42r
1765325651.314293 /dev/ttys010: not repeating requests (0 seconds)
1765325651.314299 recalculate_size: @0 is 194x41
1765325651.314304 clients_calculate_size: after /dev/ttys010 (198x41), size is 198x41
1765325651.314308 clients_calculate_size: calculated size 198x41
1765325651.314312 clients_calculate_size: calculated size 198x41
1765325651.314317 clients_calculate_size: type is latest
1765325651.314320 recalculate_size: @0 new size 198x41
1765325651.314325 cmd_find_from_client: s=$0 0
1765325651.314328 cmd_find_from_client: wl=0 1 w=@0 zsh
1765325651.314332 cmd_find_from_client: wp=%0
1765325651.314335 cmd_find_from_client: idx=none
1765325651.314341 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1765325651.314346 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1765325651.314353 notify_add: config_files=/opt/homebrew/etc/tmux.conf,/Users/belaz/.tmux.conf,/Users/belaz/.config/tmux/tmux.conf
1765325651.314359 notify_add: host=MacBook-Pro.local
1765325651.314364 notify_add: host_short=MacBook-Pro
1765325651.314368 notify_add: loop_last_flag=0
1765325651.314372 notify_add: next_session_id=$1
1765325651.314376 notify_add: pane_format=0
1765325651.314388 notify_add: pid=53780
1765325651.314392 notify_add: server_sessions=1
1765325651.314395 notify_add: session_format=0
1765325651.314399 notify_add: sixel_support=1
1765325651.314405 notify_add: socket_path=/private/tmp/tmux-501/default
1765325651.314409 notify_add: start_time=1765325651
1765325651.314415 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1765325651.314419 notify_add: uid=501
1765325651.314600 notify_add: user=belaz
1765325651.314613 notify_add: version=3.6
1765325651.314620 notify_add: window_format=0
1765325651.314625 notify_add: hook=client-resized
1765325651.314630 notify_add: hook_client=/dev/ttys010
1765325651.314635 session_add_ref: 0 notify_add, now 2
1765325651.314641 cmdq_append <global>: [notify_callback/0x13d0040b0]
1765325651.314646 cmdq_next <global>: enter
1765325651.314697 cmdq_next <global>: [notify_callback/0x13d0040b0] (1), flags 0
1765325651.314708 notify_callback: client-resized
1765325651.314713 notify_insert_hook: inserting hook client-resized
1765325651.314722 unref client 0x15e008e00 (2 references)
1765325651.314733 session_remove_ref: 0 notify_callback, now 1
1765325651.314740 cmdq_next <global>: exit (empty)
1765325651.314747 cmdq_next </dev/ttys010>: empty
1765325651.314753 cmdq_next <global>: empty
1765325651.314757 cmdq_next </dev/ttys010>: empty
1765325651.314762 server_client_check_window_resize: resizing window @0
1765325651.314769 window_pane_resize: %0 resize 198x41
1765325651.314774 screen_resize_cursor: new size 198x41, now 194x41 (cursor 0,0 = 0,0)
1765325651.314778 screen_reflow: cursor 0,0 is 4294967295,0
1765325651.314785 screen_reflow: new cursor is 0,0
1765325651.314790 screen_resize_cursor: cursor finished at 0,0 = 0,0
1765325651.314794 window_resize: @0 resize 198x41 (9x19)
1765325651.314798 resize_window: @0 resized to 198x41; layout 198x41
1765325651.314802 tty_update_client_offset: /dev/ttys010 offset has changed (0,0 194x41 -> 0,0 198x41)
1765325651.314806 cmd_find_best_session_with_window: window is @0
1765325651.314810 cmd_find_best_session: 1 sessions to try
1765325651.314814 cmd_find_best_winlink_with_window: window is @0
1765325651.314818 cmd_find_best_winlink_with_window: window is @0
1765325651.314821 cmd_find_from_window: s=$0 0
1765325651.314826 cmd_find_from_window: wl=0 1 w=@0 zsh
1765325651.314840 cmd_find_from_window: wp=%0
1765325651.314863 cmd_find_from_window: idx=0
1765325651.314874 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1765325651.314881 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1765325651.314888 notify_add: config_files=/opt/homebrew/etc/tmux.conf,/Users/belaz/.tmux.conf,/Users/belaz/.config/tmux/tmux.conf
1765325651.314895 notify_add: host=MacBook-Pro.local
1765325651.314902 notify_add: host_short=MacBook-Pro
1765325651.314908 notify_add: loop_last_flag=0
1765325651.314913 notify_add: next_session_id=$1
1765325651.314918 notify_add: pane_format=0
1765325651.314923 notify_add: pid=53780
1765325651.314927 notify_add: server_sessions=1
1765325651.314932 notify_add: session_format=0
1765325651.314937 notify_add: sixel_support=1
1765325651.314941 notify_add: socket_path=/private/tmp/tmux-501/default
1765325651.314945 notify_add: start_time=1765325651
1765325651.314981 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1765325651.314995 notify_add: uid=501
1765325651.315120 notify_add: user=belaz
1765325651.315128 notify_add: version=3.6
1765325651.315134 notify_add: window_format=0
1765325651.315148 notify_add: hook=window-layout-changed
1765325651.315153 notify_add: hook_window=@0
1765325651.315158 notify_add: hook_window_name=zsh
1765325651.315164 window_add_ref: @0 notify_add, now 2
1765325651.315175 session_add_ref: 0 notify_add, now 2
1765325651.315180 cmdq_append <global>: [notify_callback/0x13d204080]
1765325651.315185 cmd_find_best_session_with_window: window is @0
1765325651.315190 cmd_find_best_session: 1 sessions to try
1765325651.315195 cmd_find_best_winlink_with_window: window is @0
1765325651.315203 cmd_find_best_winlink_with_window: window is @0
1765325651.315207 cmd_find_from_window: s=$0 0
1765325651.315211 cmd_find_from_window: wl=0 1 w=@0 zsh
1765325651.315215 cmd_find_from_window: wp=%0
1765325651.315219 cmd_find_from_window: idx=0
1765325651.315224 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1765325651.315229 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1765325651.315234 notify_add: config_files=/opt/homebrew/etc/tmux.conf,/Users/belaz/.tmux.conf,/Users/belaz/.config/tmux/tmux.conf
1765325651.315240 notify_add: host=MacBook-Pro.local
1765325651.315245 notify_add: host_short=MacBook-Pro
1765325651.315249 notify_add: loop_last_flag=0
1765325651.315253 notify_add: next_session_id=$1
1765325651.315257 notify_add: pane_format=0
1765325651.315260 notify_add: pid=53780
1765325651.315265 notify_add: server_sessions=1
1765325651.315268 notify_add: session_format=0
1765325651.315272 notify_add: sixel_support=1
1765325651.315276 notify_add: socket_path=/private/tmp/tmux-501/default
1765325651.315280 notify_add: start_time=1765325651
1765325651.315286 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1765325651.315290 notify_add: uid=501
1765325651.315385 notify_add: user=belaz
1765325651.315407 notify_add: version=3.6
1765325651.315413 notify_add: window_format=0
1765325651.315418 notify_add: hook=window-resized
1765325651.315423 notify_add: hook_window=@0
1765325651.315427 notify_add: hook_window_name=zsh
1765325651.315432 window_add_ref: @0 notify_add, now 3
1765325651.315436 session_add_ref: 0 notify_add, now 3
1765325651.315442 cmdq_append <global>: [notify_callback/0x15c81f190]
1765325651.315447 /dev/ttys010: redraw window status borders overlay panes scrollbars
1765325651.315452 /dev/ttys010: redraw deferred (63 left)
1765325651.315457 redraw timer started
1765325651.315462 server_client_reset_state: client /dev/ttys010 mode CURSOR,WRAP
1765325651.315467 server_client_reset_state: cursor to 0,0
1765325651.315472 /dev/ttys010: \033[1;1H
1765325651.315477 /dev/ttys010: current mode CURSOR
1765325651.315482 /dev/ttys010: setting mode CURSOR,WRAP
1765325651.315486 server_client_check_pane_resize: %0 needs to be resized
1765325651.315491 queued resize: 194x41 -> 198x41
1765325651.315495 window_pane_send_resize: %0 resize to 198,41
1765325651.315512 server_client_check_pane_buffer: pane %0 is on
1765325651.315519 @0 active pane not changed
1765325651.315537 /dev/ttys010: wrote 69 bytes (of 69)
1765325651.315542 cmdq_next <global>: enter
1765325651.315547 cmdq_next <global>: [notify_callback/0x13d204080] (1), flags 0
1765325651.315552 notify_callback: window-layout-changed
1765325651.315557 notify_insert_hook: inserting hook window-layout-changed
